soc_id,EA001,EA002,EA003,EA004,EA005,EA006,EA007,EA008,EA009,EA010,EA011,EA012,EA013,EA014,EA015,EA016,EA017,EA018,EA019,EA020,EA021,EA022,EA023,EA024,EA025,EA026,EA027,EA028,EA029,EA030,EA032,EA033,EA037,EA039,EA040,EA041,EA042,EA043,EA044,EA051,EA054,EA055,EA062,EA065,EA066,EA067,EA068,EA069,EA070,EA071,EA072,EA073,EA076,EA079,EA080,EA081,EA082,EA083,EA201,EA202,AnnualMeanTemperature,MonthlyMeanPrecipitation,PrecipitationConstancy,PrecipitationPredictability,TemperatureConstancy,TemperaturePredictability
Ac26,0.0,2.0,2.0,1.0,5.0,1.0,8.0,5.0,5.0,1.0,1.0,1.0,9.0,10.0,3.0,9.0,1.0,1.0,4.0,4.0,9.0,9.0,8.0,7.0,15.0,9.0,,3.0,5.0,6.0,2.0,2.0,4.0,1.0,3.0,1.0,6.0,3.0,,,,,,,1.0,9.0,1.0,9.0,4.0,3.0,2.0,4.0,,5.0,2.0,,8.0,8.0,2.0,,23.05040736,165353.3586,0.530576162,0.743559887,0.740957917,0.806351199
Ac27,0.0,1.0,1.0,1.0,7.0,3.0,8.0,5.0,5.0,1.0,1.0,1.0,9.0,11.0,6.0,1.0,1.0,1.0,4.0,4.0,9.0,9.0,1.0,3.0,15.0,9.0,5.0,3.0,6.0,4.0,3.0,2.0,6.0,1.0,3.0,1.0,6.0,3.0,,,,,,,1.0,9.0,1.0,9.0,,,2.0,3.0,2.0,5.0,2.0,2.0,8.0,8.0,2.0,,20.77089977,137611.0831,0.262856399,0.591518266,0.539874199,0.728949721
Ac28,0.0,2.0,4.0,1.0,3.0,1.0,8.0,5.0,5.0,4.0,1.0,4.0,9.0,11.0,4.0,9.0,1.0,1.0,4.0,4.0,9.0,9.0,1.0,3.0,1.0,1.0,5.0,3.0,6.0,7.0,3.0,2.0,,1.0,7.0,1.0,2.0,3.0,1.0,1.0,5.0,3.0,9.0,9.0,,,1.0,9.0,,,2.0,4.0,3.0,5.0,2.0,8.0,9.0,8.0,2.0,40000.0,18.32656517,132495.1568,0.280532029,0.582344977,0.588352707,0.734714403
Ac29,0.0,1.0,1.0,0.0,8.0,1.0,8.0,7.0,5.0,1.0,1.0,1.0,9.0,10.0,4.0,9.0,1.0,1.0,4.0,4.0,9.0,9.0,6.0,4.0,15.0,9.0,,,,,,,,,,,9.0,3.0,,,,,,,,,,,3.0,2.0,,,3.0,5.0,2.0,,,,2.0,,21.49476174,137780.0357,0.389729605,0.656885246,0.692356869,0.781794351
Ac3,1.0,1.0,1.0,0.0,7.0,2.0,3.0,4.0,4.0,9.0,2.0,3.0,1.0,10.0,3.0,9.0,1.0,1.0,4.0,4.0,2.0,9.0,1.0,3.0,1.0,1.0,5.0,3.0,6.0,4.0,3.0,3.0,1.0,1.0,3.0,1.0,6.0,7.0,1.0,1.0,5.0,3.0,9.0,9.0,4.0,9.0,1.0,9.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,8.0,1.0,100000.0,17.73388941,121032.2311,0.381023603,0.711735186,0.522631899,0.743624467
Ac30,0.0,1.0,1.0,2.0,6.0,1.0,8.0,7.0,5.0,9.0,1.0,4.0,2.0,6.0,3.0,9.0,1.0,1.0,4.0,4.0,9.0,9.0,1.0,3.0,15.0,9.0,5.0,3.0,6.0,6.0,3.0,1.0,1.0,1.0,7.0,2.0,6.0,3.0,1.0,1.0,5.0,3.0,9.0,9.0,1.0,9.0,1.0,9.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,8.0,1.0,90000.0,22.13777711,81029.97103,0.227599528,0.522665303,0.492673425,0.712763312
Ac31,1.0,1.0,1.0,1.0,6.0,1.0,8.0,5.0,5.0,1.0,1.0,1.0,9.0,11.0,3.0,9.0,1.0,1.0,4.0,4.0,9.0,9.0,,,,,,3.0,5.0,7.0,3.0,3.0,5.0,1.0,3.0,1.0,6.0,3.0,1.0,2.0,5.0,3.0,9.0,9.0,4.0,9.0,1.0,9.0,3.0,2.0,3.0,5.0,3.0,5.0,2.0,,9.0,8.0,2.0,,22.30314478,149016.8983,0.26794356,0.60170318,0.666275057,0.743355072
Ac32,0.0,3.0,2.0,0.0,5.0,3.0,2.0,5.0,5.0,9.0,1.0,1.0,9.0,10.0,4.0,9.0,1.0,1.0,4.0,4.0,9.0,9.0,1.0,3.0,2.0,2.0,5.0,3.0,6.0,7.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,3.0,,,,,,,1.0,9.0,1.0,9.0,3.0,2.0,2.0,4.0,3.0,5.0,2.0,2.0,9.0,8.0,1.0,38000.0,18.5679854,130320.2093,0.321702126,0.656014056,0.509837673,0.735948047
Ac33,0.0,1.0,2.0,1.0,6.0,2.0,8.0,2.0,2.0,9.0,1.0,1.0,2.0,6.0,6.0,1.0,1.0,1.0,4.0,4.0,9.0,9.0,6.0,4.0,15.0,9.0,5.0,3.0,6.0,7.0,2.0,2.0,1.0,1.0,3.0,1.0,6.0,3.0,9.0,1.0,5.0,10.0,9.0,9.0,4.0,9.0,1.0,9.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,8.0,1.0,60000.0,22.17693623,98433.33314,0.331465459,0.622206318,0.486753627,0.711599499
Ac34,0.0,1.0,3.0,1.0,5.0,2.0,3.0,2.0,2.0,9.0,1.0,1.0,2.0,6.0,3.0,9.0,1.0,1.0,4.0,3.0,9.0,9.0,1.0,3.0,1.0,1.0,5.0,3.0,5.0,7.0,3.0,3.0,6.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,5.0,3.0,9.0,9.0,4.0,9.0,1.0,9.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,7.0,4.0,8.0,1.0,100000.0,19.23466209,141280.5774,0.359153854,0.710788435,0.54358656,0.752824589
Ac35,0.0,1.0,3.0,1.0,5.0,2.0,3.0,2.0,2.0,9.0,1.0,1.0,3.0,9.0,,,1.0,1.0,4.0,4.0,9.0,9.0,1.0,3.0,15.0,9.0,5.0,,,,,,,,,,9.0,3.0,,,,,,,,,1.0,9.0,4.0,3.0,,,3.0,,,,,,1.0,,19.70675128,147871.9815,0.346145842,0.692695492,0.557869001,0.747188808
Ac36,0.0,2.0,0.0,1.0,7.0,1.0,8.0,4.0,4.0,8.0,1.0,8.0,9.0,11.0,4.0,9.0,4.0,4.0,1.0,1.0,9.0,9.0,1.0,3.0,1.0,1.0,5.0,3.0,6.0,7.0,3.0,3.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,1.0,5.0,3.0,9.0,9.0,4.0,9.0,1.0,9.0,2.0,2.0,1.0,1.0,7.0,2.0,2.0,,4.0,8.0,2.0,115000.0,19.1714263,108738.2752,0.411481728,0.70873827,0.534049365,0.760103706
Ac37,1.0,1.0,1.0,0.0,6.0,2.0,8.0,5.0,5.0,9.0,2.0,3.0,9.0,11.0,3.0,9.0,1.0,1.0,4.0,4.0,9.0,9.0,1.0,3.0,1.0,1.0,5.0,3.0,6.0,7.0,3.0,3.0,,1.0,3.0,1.0,6.0,3.0,,,,,,,1.0,9.0,1.0,9.0,,,2.0,4.0,3.0,2.0,2.0,2.0,4.0,8.0,1.0,20000.0,22.43519838,94550.6378,0.343848491,0.632128315,0.491922365,0.715228842
Ac38,0.0,1.0,2.0,1.0,6.0,2.0,8.0,5.0,5.0,5.0,3.0,5.0,1.0,1.0,3.0,9.0,1.0,1.0,4.0,4.0,9.0,9.0,1.0,3.0,1.0,1.0,5.0,3.0,6.0,5.0,3.0,2.0,1.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,5.0,3.0,9.0,9.0,1.0,9.0,1.0,9.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,8.0,2.0,575000.0,21.83679231,109055.1184,0.436421636,0.66772347,0.508942058,0.73085436
Ac39,0.0,0.0,4.0,1.0,5.0,2.0,3.0,7.0,5.0,5.0,3.0,5.0,1.0,1.0,4.0,9.0,1.0,1.0,4.0,4.0,9.0,9.0,13.0,2.0,12.0,1.0,,,,,,,,,,,9.0,3.0,1.0,1.0,5.0,3.0,9.0,9.0,1.0,9.0,1.0,9.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,8.0,2.0,,19.57464033,107451.9699,0.422824816,0.714295738,0.537073979,0.755389742
Ac4,0.0,1.0,2.0,1.0,6.0,1.0,8.0,7.0,2.0,10.0,1.0,1.0,9.0,11.0,2.0,9.0,1.0,1.0,4.0,4.0,9.0,9.0,7.0,8.0,15.0,9.0,4.0,3.0,6.0,4.0,3.0,3.0,2.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,5.0,3.0,9.0,9.0,4.0,9.0,3.0,9.0,4.0,3.0,4.0,5.0,3.0,5.0,2.0,8.0,8.0,8.0,1.0,73000.0,22.54260913,172282.7628,0.414877852,0.687692044,0.721805559,0.805261592
Ac40,1.0,1.0,1.0,1.0,6.0,2.0,8.0,5.0,5.0,5.0,3.0,5.0,1.0,4.0,4.0,9.0,1.0,1.0,4.0,4.0,9.0,9.0,,,,,,3.0,6.0,7.0,2.0,2.0,1.0,1.0,3.0,1.0,6.0,3.0,,,,,,,1.0,9.0,1.0,9.0,3.0,3.0,2.0,4.0,3.0,5.0,2.0,,9.0,8.0,2.0,,23.14150164,105555.5807,0.438977653,0.635858824,0.50756905,0.718666945
Ac41,0.0,1.0,0.0,1.0,8.0,2.0,3.0,7.0,5.0,1.0,1.0,1.0,9.0,11.0,2.0,9.0,1.0,1.0,4.0,4.0,9.0,9.0,1.0,3.0,1.0,1.0,5.0,3.0,6.0,6.0,3.0,1.0,6.0,1.0,3.0,1.0,6.0,3.0,,,,,,,1.0,9.0,1.0,9.0,3.0,3.0,,,,2.0,2.0,,4.0,8.0,2.0,,24.34536594,117047.6186,0.50965137,0.704242203,0.612530692,0.797298835
Ac42,0.0,1.0,1.0,1.0,7.0,2.0,8.0,7.0,5.0,3.0,2.0,3.0,9.0,11.0,2.0,9.0,1.0,1.0,4.0,4.0,9.0,9.0,1.0,3.0,1.0,1.0,,,,,,,,,,,9.0,3.0,,,,,,,1.0,9.0,1.0,9.0,3.0,3.0,,,2.0,2.0,2.0,,4.0,8.0,2.0,800000.0,22.43630099,112793.8933,0.474414776,0.690001777,0.542696484,0.749704761
Ac43,0.0,1.0,0.0,2.0,7.0,1.0,2.0,5.0,5.0,9.0,1.0,8.0,9.0,11.0,,,4.0,4.0,1.0,1.0,9.0,9.0,,,,,,3.0,6.0,7.0,2.0,2.0,1.0,1.0,7.0,2.0,6.0,1.0,,,,,,,,,,,,3.0,,,,,,,,,1.0,25000.0,24.72892709,119347.5949,0.40197533,0.678513296,0.610281985,0.767651782
Ac5,0.0,2.0,2.0,0.0,6.0,2.0,3.0,2.0,2.0,9.0,2.0,3.0,3.0,9.0,3.0,9.0,1.0,1.0,4.0,4.0,9.0,9.0,1.0,3.0,2.0,2.0,5.0,3.0,6.0,7.0,2.0,3.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,1.0,4.0,3.0,9.0,9.0,1.0,9.0,1.0,9.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,8.0,1.0,70000.0,17.72439901,123074.0292,0.349918153,0.679080641,0.498953276,0.742470608
Ac6,0.0,2.0,1.0,1.0,6.0,3.0,8.0,5.0,5.0,9.0,1.0,1.0,9.0,10.0,6.0,1.0,1.0,1.0,4.0,3.0,9.0,9.0,1.0,3.0,1.0,1.0,5.0,3.0,6.0,4.0,2.0,3.0,,1.0,3.0,1.0,6.0,3.0,1.0,1.0,5.0,3.0,9.0,9.0,,,1.0,9.0,3.0,2.0,2.0,4.0,3.0,5.0,2.0,2.0,,8.0,1.0,63000.0,18.27702447,146959.5601,0.347012954,0.692945175,0.553876908,0.754518439
Ac7,0.0,1.0,2.0,1.0,6.0,6.0,8.0,8.0,2.0,5.0,3.0,5.0,1.0,1.0,2.0,9.0,1.0,1.0,4.0,3.0,9.0,9.0,1.0,3.0,3.0,3.0,5.0,3.0,6.0,6.0,3.0,2.0,5.0,1.0,1.0,1.0,6.0,3.0,1.0,1.0,5.0,3.0,9.0,9.0,1.0,9.0,1.0,9.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,,4.0,8.0,2.0,360000.0,19.97813924,108716.7287,0.441678334,0.725853086,0.541359613,0.762495355
Ac8,0.0,2.0,2.0,1.0,5.0,1.0,8.0,5.0,5.0,1.0,1.0,1.0,9.0,11.0,6.0,1.0,1.0,1.0,4.0,3.0,9.0,9.0,8.0,7.0,15.0,9.0,,3.0,6.0,7.0,3.0,2.0,10.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,5.0,3.0,9.0,9.0,4.0,9.0,1.0,9.0,2.0,3.0,2.0,4.0,3.0,5.0,2.0,3.0,8.0,8.0,2.0,170000.0,24.517755,131393.6591,0.501173428,0.732265031,0.719900883,0.820685022
Ac9,0.0,1.0,2.0,1.0,6.0,3.0,8.0,5.0,5.0,12.0,2.0,12.0,3.0,9.0,3.0,9.0,1.0,1.0,1.0,1.0,6.0,9.0,1.0,3.0,15.0,9.0,5.0,3.0,6.0,7.0,2.0,4.0,1.0,1.0,7.0,2.0,6.0,4.0,1.0,1.0,5.0,3.0,9.0,9.0,4.0,9.0,1.0,9.0,2.0,2.0,,,7.0,2.0,2.0,,4.0,8.0,2.0,85000.0,19.35548731,108967.7416,0.382076732,0.689224811,0.505382831,0.72694227
Ad1,0.0,1.0,4.0,1.0,4.0,1.0,8.0,1.0,1.0,9.0,2.0,6.0,3.0,9.0,3.0,9.0,3.0,1.0,1.0,1.0,9.0,9.0,10.0,1.0,7.0,4.0,2.0,3.0,6.0,7.0,2.0,1.0,6.0,1.0,7.0,2.0,8.0,1.0,9.0,1.0,4.0,10.0,9.0,9.0,1.0,9.0,2.0,9.0,4.0,2.0,1.0,1.0,5.0,5.0,2.0,3.0,8.0,8.0,1.0,2000.0,26.50230954,68051.21192,0.428901091,0.609922767,0.665666586,0.806143264
Ad10,0.0,1.0,0.0,3.0,6.0,1.0,8.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,6.0,1.0,4.0,4.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,4.0,5.0,4.0,7.0,3.0,3.0,4.0,1.0,7.0,2.0,7.0,1.0,1.0,1.0,5.0,3.0,9.0,9.0,4.0,9.0,,,4.0,3.0,1.0,1.0,7.0,2.0,2.0,11.0,4.0,8.0,2.0,220000.0,19.71290072,107772.9768,0.624164424,0.71141,0.603224279,0.790958571
Ad11,0.0,1.0,0.0,3.0,6.0,1.0,2.0,5.0,5.0,9.0,2.0,6.0,3.0,9.0,3.0,9.0,4.0,4.0,1.0,1.0,2.0,9.0,1.0,3.0,15.0,9.0,5.0,6.0,6.0,7.0,2.0,3.0,1.0,1.0,7.0,2.0,7.0,7.0,1.0,1.0,5.0,3.0,9.0,9.0,4.0,9.0,1.0,9.0,4.0,2.0,3.0,5.0,7.0,5.0,2.0,7.0,8.0,8.0,1.0,16000.0,18.96882822,118308.9737,0.482374761,0.72637633,0.560760341,0.780005566
Ad12,0.0,0.0,0.0,3.0,7.0,1.0,8.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,6.0,1.0,4.0,4.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,,3.0,6.0,5.0,2.0,2.0,6.0,1.0,7.0,2.0,6.0,1.0,,,,,,,1.0,9.0,1.0,9.0,,,9.0,9.0,7.0,2.0,2.0,2.0,4.0,8.0,2.0,238000.0,19.01833323,71490.02478,0.411431588,0.603816951,0.640128256,0.748127398
Ad13,0.0,2.0,0.0,2.0,6.0,1.0,8.0,8.0,5.0,8.0,1.0,8.0,9.0,11.0,6.0,1.0,4.0,4.0,1.0,1.0,9.0,9.0,6.0,4.0,5.0,2.0,5.0,3.0,6.0,5.0,3.0,1.0,1.0,1.0,7.0,2.0,6.0,1.0,1.0,1.0,5.0,3.0,9.0,9.0,1.0,9.0,1.0,9.0,2.0,2.0,,,7.0,5.0,2.0,7.0,8.0,8.0,2.0,100000.0,16.5840068,156813.9814,0.415434489,0.703627719,0.651614907,0.766951673
Ad14,0.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,2.0,5.0,3.0,5.0,1.0,1.0,2.0,9.0,1.0,1.0,4.0,4.0,9.0,9.0,1.0,3.0,2.0,2.0,1.0,3.0,6.0,6.0,3.0,1.0,6.0,1.0,3.0,1.0,6.0,3.0,1.0,,4.0,3.0,,9.0,1.0,9.0,2.0,9.0,3.0,2.0,2.0,3.0,5.0,5.0,2.0,3.0,8.0,8.0,2.0,200000.0,23.71426423,110656.0901,0.500710261,0.695449442,0.609425633,0.77539728
Ad15,0.0,1.0,0.0,1.0,8.0,1.0,2.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,6.0,1.0,4.0,4.0,1.0,1.0,9.0,9.0,1.0,3.0,1.0,1.0,,3.0,6.0,7.0,2.0,3.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,1.0,4.0,3.0,9.0,9.0,4.0,9.0,1.0,9.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,,4.0,8.0,2.0,12250.0,17.78161791,117924.0096,0.393569616,0.721866675,0.526056013,0.749612773
Ad16,0.0,1.0,1.0,2.0,6.0,1.0,8.0,4.0,4.0,6.0,2.0,6.0,9.0,11.0,4.0,9.0,3.0,1.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,4.0,5.0,4.0,7.0,2.0,3.0,1.0,1.0,7.0,2.0,7.0,1.0,1.0,1.0,2.0,3.0,9.0,9.0,4.0,9.0,1.0,9.0,2.0,2.0,3.0,5.0,6.0,2.0,2.0,,4.0,8.0,2.0,62000.0,17.86562429,112488.8789,0.431842509,0.726040109,0.537615568,0.75517978
Ad17,0.0,1.0,1.0,2.0,6.0,1.0,2.0,5.0,5.0,8.0,1.0,8.0,2.0,6.0,4.0,9.0,4.0,4.0,1.0,1.0,9.0,9.0,,,,,,3.0,6.0,7.0,2.0,2.0,1.0,1.0,7.0,2.0,6.0,1.0,1.0,1.0,4.0,3.0,9.0,9.0,4.0,9.0,1.0,9.0,2.0,3.0,1.0,1.0,6.0,2.0,2.0,9.0,4.0,8.0,2.0,45000.0,18.78014775,108837.2058,0.395873356,0.712895022,0.562397603,0.752672903
Ad18,0.0,2.0,2.0,0.0,6.0,1.0,8.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,,,4.0,4.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,,3.0,6.0,7.0,2.0,3.0,1.0,1.0,3.0,1.0,6.0,1.0,,,,,,,,,1.0,9.0,2.0,3.0,3.0,5.0,3.0,2.0,2.0,,4.0,8.0,2.0,,19.75072025,120488.1821,0.340457535,0.666615506,0.592700917,0.756394762
Ad19,0.0,0.0,3.0,1.0,6.0,1.0,2.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,,,4.0,3.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,5.0,3.0,6.0,7.0,2.0,3.0,1.0,1.0,7.0,2.0,6.0,1.0,1.0,1.0,5.0,3.0,9.0,9.0,4.0,9.0,1.0,9.0,3.0,2.0,6.0,5.0,,5.0,2.0,9.0,8.0,8.0,2.0,15000.0,18.8485176,123074.5047,0.362781276,0.695102471,0.572226525,0.758860754
Ad2,0.0,1.0,1.0,2.0,6.0,1.0,8.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,2.0,9.0,4.0,4.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,6.0,5.0,6.0,5.0,2.0,4.0,1.0,1.0,7.0,2.0,7.0,1.0,1.0,1.0,5.0,3.0,9.0,9.0,4.0,9.0,1.0,9.0,4.0,2.0,1.0,1.0,7.0,2.0,2.0,11.0,3.0,8.0,2.0,110000.0,22.58232846,144039.0402,0.424002172,0.593896955,0.680815559,0.7665689
Ad20,1.0,1.0,0.0,1.0,7.0,1.0,8.0,5.0,5.0,9.0,1.0,10.0,9.0,1.0,4.0,9.0,1.0,1.0,1.0,1.0,4.0,9.0,7.0,8.0,15.0,9.0,5.0,3.0,6.0,6.0,2.0,3.0,1.0,1.0,7.0,2.0,6.0,5.0,1.0,1.0,5.0,3.0,9.0,9.0,4.0,9.0,1.0,9.0,2.0,3.0,1.0,1.0,7.0,2.0,2.0,2.0,4.0,8.0,1.0,,21.0289127,106582.384,0.352190562,0.670562023,0.604370443,0.745219285
Ad21,0.0,1.0,2.0,1.0,6.0,1.0,8.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,,,4.0,4.0,1.0,1.0,9.0,9.0,7.0,8.0,15.0,9.0,7.0,3.0,6.0,7.0,2.0,3.0,1.0,1.0,3.0,1.0,6.0,1.0,,1.0,5.0,,9.0,9.0,4.0,9.0,1.0,9.0,3.0,2.0,6.0,5.0,,2.0,2.0,2.0,4.0,8.0,2.0,11000.0,19.75072025,120488.1821,0.340457535,0.666615506,0.592700917,0.756394762
Ad22,0.0,0.0,0.0,3.0,7.0,1.0,8.0,5.0,5.0,9.0,1.0,10.0,9.0,1.0,3.0,9.0,1.0,1.0,1.0,1.0,4.0,9.0,7.0,8.0,15.0,9.0,1.0,5.0,6.0,5.0,3.0,3.0,1.0,1.0,7.0,2.0,7.0,5.0,1.0,1.0,5.0,3.0,9.0,9.0,4.0,9.0,1.0,9.0,3.0,2.0,3.0,5.0,,2.0,2.0,9.0,4.0,8.0,1.0,1000000.0,20.38207686,100790.1009,0.346004851,0.631092523,0.624320014,0.718465572
Ad23,0.0,1.0,0.0,5.0,4.0,1.0,8.0,7.0,5.0,8.0,1.0,8.0,9.0,11.0,,,4.0,4.0,1.0,1.0,9.0,9.0,1.0,3.0,15.0,9.0,5.0,6.0,6.0,7.0,3.0,3.0,1.0,1.0,7.0,2.0,4.0,1.0,,,,,,,4.0,9.0,1.0,9.0,3.0,3.0,1.0,1.0,7.0,5.0,2.0,2.0,7.0,9.0,2.0,,18.35477335,103941.829,0.430984943,0.730191172,0.557132359,0.739685907
Ad24,0.0,1.0,0.0,4.0,5.0,1.0,8.0,7.0,5.0,8.0,1.0,8.0,2.0,6.0,6.0,1.0,4.0,3.0,1.0,1.0,9.0,9.0,1.0,3.0,2.0,2.0,5.0,3.0,6.0,5.0,3.0,2.0,6.0,1.0,7.0,2.0,6.0,1.0,1.0,1.0,5.0,3.0,9.0,9.0,4.0,9.0,1.0,9.0,2.0,3.0,1.0,1.0,7.0,6.0,2.0,9.0,7.0,9.0,2.0,110000.0,19.45864995,105667.1297,0.478752444,0.715083965,0.570992646,0.775084772
Ad25,0.0,2.0,0.0,3.0,5.0,1.0,8.0,6.0,5.0,8.0,1.0,8.0,9.0,11.0,,,1.0,1.0,4.0,4.0,9.0,9.0,,,,,,3.0,6.0,5.0,3.0,2.0,10.0,1.0,7.0,2.0,6.0,3.0,,,,,,,1.0,9.0,1.0,9.0,3.0,3.0,,,3.0,5.0,2.0,2.0,7.0,9.0,2.0,80000.0,18.1173012,89122.08238,0.527294965,0.716083454,0.567936552,0.741558693
Ad26,0.0,0.0,0.0,5.0,5.0,1.0,8.0,7.0,5.0,8.0,1.0,8.0,9.0,11.0,6.0,1.0,4.0,4.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,4.0,5.0,6.0,5.0,3.0,1.0,6.0,1.0,7.0,2.0,8.0,1.0,1.0,,5.0,3.0,,9.0,1.0,9.0,2.0,9.0,1.0,1.0,9.0,9.0,7.0,6.0,1.0,,7.0,9.0,2.0,145000.0,20.18565869,98278.9018,0.400960443,0.693536368,0.59107231,0.746715855
Ad27,0.0,1.0,1.0,1.0,7.0,1.0,2.0,5.0,5.0,5.0,3.0,5.0,9.0,11.0,2.0,9.0,1.0,1.0,4.0,3.0,9.0,9.0,1.0,3.0,15.0,9.0,5.0,3.0,6.0,6.0,3.0,1.0,5.0,1.0,3.0,1.0,6.0,3.0,1.0,,5.0,3.0,,9.0,1.0,9.0,1.0,9.0,3.0,3.0,3.0,5.0,2.0,2.0,2.0,,4.0,8.0,2.0,40000.0,24.29898087,111772.7702,0.572516453,0.709989626,0.617189848,0.791037652
Ad28,0.0,1.0,1.0,2.0,6.0,1.0,8.0,5.0,5.0,5.0,3.0,5.0,1.0,10.0,,,1.0,1.0,4.0,4.0,9.0,9.0,,,,,,3.0,6.0,6.0,2.0,1.0,6.0,1.0,7.0,2.0,6.0,3.0,1.0,1.0,5.0,3.0,3.0,9.0,1.0,9.0,1.0,9.0,4.0,3.0,,,2.0,2.0,2.0,,4.0,8.0,2.0,135000.0,22.35964917,111334.7851,0.595244452,0.696099921,0.624222359,0.814223465
Ad29,0.0,0.0,2.0,2.0,6.0,1.0,8.0,5.0,5.0,8.0,1.0,8.0,9.0,11.0,,,1.0,1.0,1.0,1.0,4.0,9.0,10.0,1.0,15.0,9.0,4.0,3.0,5.0,7.0,2.0,4.0,6.0,1.0,7.0,2.0,6.0,5.0,1.0,1.0,4.0,3.0,9.0,9.0,4.0,9.0,,,4.0,2.0,6.0,5.0,4.0,5.0,2.0,8.0,9.0,8.0,2.0,100000.0,24.44982029,110391.1774,0.575285052,0.688877033,0.637271668,0.8142323
Ad3,0.0,1.0,0.0,3.0,6.0,1.0,8.0,5.0,5.0,8.0,1.0,8.0,2.0,6.0,6.0,1.0,4.0,4.0,1.0,1.0,9.0,9.0,7.0,8.0,15.0,9.0,6.0,6.0,6.0,5.0,2.0,2.0,6.0,1.0,7.0,2.0,7.0,1.0,1.0,1.0,3.0,3.0,9.0,9.0,4.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,7.0,2.0,2.0,7.0,4.0,8.0,2.0,237000.0,19.05085088,69841.81211,0.540195877,0.697529515,0.598679628,0.759623453
Ad30,0.0,1.0,2.0,1.0,6.0,1.0,8.0,5.0,5.0,8.0,1.0,8.0,3.0,9.0,2.0,9.0,4.0,4.0,3.0,3.0,9.0,9.0,8.0,7.0,15.0,9.0,,3.0,5.0,7.0,2.0,2.0,10.0,1.0,3.0,1.0,6.0,2.0,1.0,1.0,5.0,3.0,9.0,9.0,,,,,3.0,3.0,1.0,2.0,3.0,5.0,2.0,,1.0,8.0,2.0,112000.0,22.78186938,96037.25706,0.592757318,0.695016121,0.610196811,0.778219299
Ad31,0.0,1.0,0.0,3.0,6.0,1.0,8.0,8.0,2.0,8.0,1.0,8.0,9.0,11.0,2.0,9.0,4.0,4.0,3.0,3.0,9.0,9.0,8.0,7.0,15.0,9.0,,,,,,,,,,,9.0,2.0,1.0,1.0,5.0,3.0,9.0,9.0,,,,,3.0,3.0,9.0,9.0,2.0,5.0,2.0,7.0,8.0,7.0,2.0,37000.0,22.78186938,96037.25706,0.592757318,0.695016121,0.610196811,0.778219299
Ad32,0.0,1.0,0.0,2.0,7.0,1.0,8.0,8.0,5.0,8.0,1.0,8.0,9.0,11.0,4.0,9.0,5.0,5.0,1.0,1.0,9.0,9.0,8.0,7.0,15.0,9.0,7.0,3.0,6.0,7.0,3.0,4.0,6.0,1.0,7.0,2.0,6.0,1.0,1.0,1.0,5.0,3.0,9.0,9.0,1.0,9.0,,,2.0,3.0,9.0,9.0,7.0,5.0,2.0,,8.0,8.0,2.0,120000.0,25.38725483,77809.33547,0.47623097,0.62801422,0.652214336,0.802483641
